2386	 6001 	 2386 	 6001 	 0.000000 	 1680671194959.027100	 0.000000	 0.000000	 0.000000
2386	 6003 	 2386 	 6001 	 0.285147 	 7.013916	 0.142574	 0.142574	 0.000000
2386	 6005 	 2386 	 6001 	 0.373689 	 5.352051	 0.219612	 0.285147	 0.000000
2385	 6005 	 2386 	 6001 	 0.000000 	 1680671194973.851074	 0.164709	 0.142574	 -1.815775
2385	 6007 	 2386 	 6001 	 0.309845 	 6.454834	 0.193736	 0.285147	 -1.815775
2384	 6007 	 2386 	 6001 	 0.140984 	 7.093018	 0.184944	 0.213066	 -1.815775
2384	 6009 	 2386 	 6001 	 0.132970 	 15.041016	 0.177519	 0.140984	 -1.815775
2384	 6009 	 2386 	 6001 	 0.000000 	 23.119873	 0.155329	 0.136977	 -2.034444
2384	 6011 	 2386 	 6002 	 0.132424 	 15.103027	 0.152784	 0.132970	 -2.034444
2384	 6013 	 2386 	 6002 	 0.250558 	 7.982178	 0.162562	 0.136977	 -2.034444
2384	 6013 	 2386 	 6002 	 0.000000 	 14.875977	 0.147783	 0.132970	 -2.034444
2384	 6015 	 2386 	 6002 	 0.290868 	 6.875977	 0.159707	 0.136977	 -1.570796
2383	 6015 	 2386 	 6002 	 0.066614 	 15.011963	 0.152546	 0.132970	 -1.570796
2383	 6017 	 2386 	 6003 	 0.133459 	 14.985840	 0.151183	 0.133215	 -1.570796
2383	 6019 	 2386 	 6003 	 0.637957 	 3.135010	 0.183634	 0.133459	 -1.570796
2383	 6021 	 2386 	 6003 	 0.404443 	 4.945068	 0.197435	 0.137222	 -1.570796
2383	 6023 	 2386 	 6004 	 0.199581 	 10.020996	 0.197561	 0.140984	 -1.570796
2383	 6025 	 2386 	 6004 	 0.250750 	 7.976074	 0.200516	 0.170282	 -1.570796
2383	 6027 	 2386 	 6004 	 0.493702 	 4.051025	 0.215947	 0.199581	 -1.570796
2383	 6029 	 2386 	 6005 	 0.251389 	 7.955811	 0.217719	 0.225070	 -1.570796
2383	 6031 	 2386 	 6005 	 0.133957 	 14.930176	 0.213730	 0.199581	 -1.570796
2383	 6033 	 2386 	 6006 	 0.131719 	 15.183838	 0.210002	 0.170282	 -1.570796
2383	 6035 	 2386 	 6006 	 0.284050 	 7.041016	 0.213222	 0.199581	 -1.570796
2383	 6037 	 2386 	 6007 	 0.253512 	 7.889160	 0.214901	 0.225070	 -1.570796
2383	 6039 	 2386 	 6007 	 0.133477 	 14.983887	 0.211644	 0.199581	 -1.570796
2383	 6041 	 2386 	 6008 	 0.066827 	 29.927979	 0.206074	 0.170282	 -1.570796
2383	 6043 	 2386 	 6008 	 0.090575 	 22.081055	 0.201796	 0.140984	 -1.570796
2383	 6045 	 2386 	 6009 	 0.133538 	 14.977051	 0.199358	 0.137470	 -1.570796
2383	 6047 	 2386 	 6010 	 0.133264 	 15.007812	 0.197079	 0.133957	 -1.570796
2383	 6049 	 2386 	 6010 	 0.166484 	 12.013184	 0.202820	 0.140984	 -1.570796
2383	 6051 	 2386 	 6011 	 0.182166 	 10.979004	 0.199269	 0.140984	 -1.570796
2383	 6053 	 2386 	 6012 	 0.199425 	 10.028809	 0.193260	 0.140984	 -1.570796
2383	 6055 	 2386 	 6012 	 0.099915 	 20.017090	 0.196705	 0.140984	 -1.570796
2383	 6057 	 2386 	 6013 	 0.053641 	 37.284912	 0.187871	 0.133957	 -1.570796
2384	 6057 	 2385 	 6013 	 0.003367 	 297.020996	 0.183125	 0.133538	 -1.570796
2384	 6059 	 2385 	 6015 	 0.088075 	 22.708008	 0.181577	 0.133538	 -1.325818
2385	 6059 	 2385 	 6015 	 0.253027 	 3.952148	 0.190302	 0.133957	 -1.325818
2386	 6059 	 2385 	 6015 	 0.330910 	 3.021973	 0.197146	 0.166484	 -1.325818
2386	 6061 	 2385 	 6017 	 0.286774 	 6.974121	 0.198395	 0.166484	 -1.325818
2387	 6061 	 2385 	 6017 	 0.333768 	 2.996094	 0.209905	 0.182166	 -0.785398
2388	 6061 	 2385 	 6017 	 0.200362 	 4.990967	 0.206784	 0.182166	 -0.785398
2388	 6063 	 2385 	 6019 	 0.250405 	 7.987061	 0.213121	 0.199425	 -0.785398
2390	 6063 	 2385 	 6019 	 0.503534 	 3.971924	 0.225883	 0.199581	 -0.785398
2390	 6065 	 2385 	 6020 	 0.503534 	 3.971924	 0.221247	 0.199581	 -1.107149
2394	 6065 	 2385 	 6020 	 1.337360 	 2.990967	 0.253417	 0.199581	 -1.107149
2394	 6065 	 2386 	 6020 	 0.000000 	 2.970947	 0.246535	 0.199425	 -1.107149
2398	 6065 	 2386 	 6020 	 0.798713 	 5.008057	 0.265430	 0.199425	 -1.107149
2398	 6067 	 2386 	 6023 	 0.182316 	 10.969971	 0.254693	 0.182316	 -0.463648
2400	 6067 	 2386 	 6023 	 0.492722 	 4.059082	 0.263014	 0.182316	 -0.463648
