1524	 9040 	 1524 	 9040 	 0.000000 	 1680672625531.188965	 0.000000	 0.000000	 0.000000
1524	 9039 	 1524 	 9040 	 0.000000 	 1680672625531.188965	 0.000000	 0.000000	 0.000000
1526	 9039 	 1524 	 9040 	 0.501500 	 3.988037	 0.167167	 0.000000	 0.000000
1526	 9038 	 1524 	 9040 	 0.250750 	 3.988037	 0.188062	 0.125375	 0.785398
1527	 9038 	 1524 	 9040 	 0.334559 	 2.989014	 0.217362	 0.250750	 0.785398
1527	 9037 	 1524 	 9040 	 0.334559 	 2.989014	 0.236894	 0.292654	 0.785398
1528	 9037 	 1524 	 9040 	 0.250382 	 3.993896	 0.238821	 0.250750	 0.785398
1528	 9035 	 1524 	 9040 	 0.500764 	 3.993896	 0.271564	 0.292654	 1.249046
1530	 9035 	 1524 	 9040 	 0.498752 	 4.010010	 0.296807	 0.334559	 1.249046
1530	 9034 	 1524 	 9040 	 0.249376 	 4.010010	 0.292064	 0.292654	 1.249046
1532	 9034 	 1525 	 9040 	 0.500489 	 3.996094	 0.311012	 0.334559	 1.249046
1532	 9031 	 1525 	 9039 	 0.750733 	 3.996094	 0.347655	 0.334559	 1.107149
1533	 9031 	 1525 	 9039 	 0.334013 	 2.993896	 0.346606	 0.334559	 1.107149
1533	 9029 	 1525 	 9039 	 0.668026 	 2.993896	 0.369564	 0.334559	 1.107149
1534	 9029 	 1525 	 9039 	 0.250061 	 3.999023	 0.361597	 0.334559	 1.107149
1534	 9027 	 1525 	 9039 	 0.500122 	 3.999023	 0.370255	 0.334559	 1.325818
1536	 9027 	 1525 	 9039 	 0.498509 	 4.011963	 0.377800	 0.334559	 1.325818
1536	 9025 	 1525 	 9038 	 0.498509 	 4.011963	 0.384506	 0.416534	 1.325818
1538	 9025 	 1526 	 9038 	 0.500489 	 3.996094	 0.390610	 0.498509	 1.325818
1538	 9023 	 1526 	 9038 	 0.500489 	 3.996094	 0.396104	 0.498509	 1.107149
1539	 9023 	 1526 	 9038 	 0.334013 	 2.993896	 0.393147	 0.498509	 1.107149
1539	 9022 	 1526 	 9037 	 0.334013 	 2.993896	 0.390459	 0.416534	 1.107149
1540	 9022 	 1527 	 9037 	 0.249924 	 4.001221	 0.384349	 0.334559	 1.107149
1540	 9021 	 1527 	 9037 	 0.249924 	 4.001221	 0.378748	 0.334559	 1.107149
1540	 9020 	 1527 	 9036 	 0.250137 	 3.997803	 0.373604	 0.334559	 1.107149
1541	 9020 	 1527 	 9036 	 0.124707 	 8.018799	 0.364031	 0.334286	 1.107149
1541	 9019 	 1527 	 9036 	 0.248695 	 4.020996	 0.359759	 0.334013	 1.107149
1542	 9019 	 1528 	 9036 	 0.332117 	 3.010986	 0.358772	 0.334013	 0.463648
1542	 9018 	 1528 	 9035 	 0.332117 	 3.010986	 0.357853	 0.334013	 0.463648
1543	 9018 	 1528 	 9035 	 0.251690 	 3.973145	 0.366532	 0.334013	 0.463648
1543	 9017 	 1528 	 9035 	 0.251690 	 3.973145	 0.375211	 0.334013	 0.463648
1544	 9017 	 1529 	 9035 	 0.250061 	 3.999023	 0.366540	 0.334013	 0.463648
1544	 9016 	 1529 	 9034 	 0.250061 	 3.999023	 0.366517	 0.334013	 0.463648
1544	 9015 	 1529 	 9034 	 0.250000 	 4.000000	 0.363601	 0.332117	 0.463648
1545	 9015 	 1530 	 9034 	 0.142758 	 7.004883	 0.356987	 0.332117	 0.463648
1545	 9014 	 1530 	 9033 	 0.332792 	 3.004883	 0.359829	 0.332117	 1.107149
1545	 9013 	 1530 	 9033 	 0.249741 	 4.004150	 0.351173	 0.332117	 1.107149
1546	 9013 	 1530 	 9033 	 0.125031 	 7.998047	 0.338286	 0.251690	 1.107149
1546	 9012 	 1530 	 9032 	 0.125172 	 7.989014	 0.334003	 0.251690	 1.107149
1547	 9012 	 1531 	 9032 	 0.066680 	 14.997070	 0.319044	 0.251690	 0.463648
1548	 9012 	 1531 	 9032 	 0.090670 	 11.029053	 0.296283	 0.250137	 0.463648
